"Index URL



",Document URL,Document date,Document title,Document type,Document Keywords,,
http://www.justice.gov/atr/cases/allian2.htm,http://www.justice.gov/atr/cases/f230800/230890.htm,3/6/2008,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/allian2.htm,http://www.justice.gov/atr/cases/f229400/229465.htm,8/14/2007,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/allian0.htm,http://www.justice.gov/atr/cases/f0400/0419.htm,9/29/1995,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/alliance.htm,http://www.justice.gov/atr/cases/f237600/237610.htm,9/11/2008,Superseding Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/alliance.htm,http://www.justice.gov/atr/cases/f230200/230261.htm,2/6/2008,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/allian1.htm,http://www.justice.gov/atr/cases/f0700/0758.pdf,1/19/1994,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/allian1.htm,http://www.justice.gov/atr/cases/f218400/218478.htm,1/19/1994,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/allian1.htm,http://www.justice.gov/atr/cases/f0700/0759.htm,5/1/1994,Certificate of Compliance,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/allian1.htm,http://www.justice.gov/atr/cases/f218400/218479.htm,1/19/1994,Stipulation re Entry of Final Judgment,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/allian1.htm,http://www.justice.gov/atr/cases/f0700/0756.htm,1/19/1994,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/allchem.htm,http://www.justice.gov/atr/cases/f233800/233816.htm,8/8/2008,Memorandum of the United States in Response to Defendant Honeywell International's Motion for Order Terminating the Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/allchem.htm,http://www.justice.gov/atr/cases/f233800/233815.htm,8/8/2007,Order Terminating Final Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/aff.htm,http://www.justice.gov/atr/cases/f216300/216317.htm,2/24/2006,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/aff.htm,http://www.justice.gov/atr/cases/f216300/216310.htm,2/24/2006,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/indx124a.htm,http://www.justice.gov/atr/cases/f2300/2359.htm,4/8/1999,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx124a.htm,http://www.justice.gov/atr/cases/f2400/2403.htm,4/22/1999,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx124a.htm,http://www.justice.gov/atr/cases/f2300/2381.htm,4/8/1999,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx124a.htm,http://www.justice.gov/atr/cases/f2300/2358.htm,4/8/1999,United States' Explanation of Consent Decree Procedures,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f230400/230499.htm,6/7/2007,Settlement Agreement and Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f223100/223123.htm,5/8/2007,Settlement Agreement and Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f223100/223122.htm,5/8/2007,Stipulation for Entry of Settlement Agreement and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f223100/223121.htm,5/8/2007,"Petition by the United States for an Order to Show Cause Why Defendant Allied Waste Industries, Inc. Should Not Be Found in Civil Contempt",Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f204800/204849.htm,8/2/2004,Stipulation Regarding Interpretation of MFJ and for Entry of an Enforcement Order,Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f204800/204874.htm,8/2/2004,"Petition by the United States for an Order To Show Cause Why Respondent Allied Waste Industries, Inc. Should Not Be Found in Civil Contempt",Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f204800/204854.htm,8/2/2004,Enforcement Order,Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f204800/204855.htm,8/2/2004,Stipulation Regarding Interpretation of MFJ and for Entry of an Enforcement Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f304400/304489.pdf,5/19/2000,Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f5000/5072.htm,5/19/2000,Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f4700/4780.htm,5/11/2000,[Proposed] Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f4700/4775.htm,5/11/2000,[Proposed] Order,Modification/Termination Papers,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f4700/4773.htm,5/11/2000,Memorandum of the United States in Support of Joint Motion for Entry of theProposed Modified Final Judgment,Modification/Termination Papers,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f4700/4772.htm,5/11/2000,United States' Certificate of Compliance with Provisionsof the Antitrust Procedures and Penalities,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f4700/4764.htm,5/11/2000,"Joint Motion of the United States, Allied Waste Industries, Inc., and Browning-Ferris Industries, Inc. for Entry of a Modified Final Judgment Filed in the Above-Entitled Case on July 20, 1999",Modification/Termination Papers,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f2500/2589.htm,7/26/1999,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f2500/2576.htm,7/20/1999,Unites States' Explanation of Consent Decree Procedures,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f2500/2578.htm,7/20/1999,Proposed Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f2500/2577.htm,7/20/1999,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx124.htm,http://www.justice.gov/atr/cases/f2500/2579.htm,7/20/1999,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx241.htm,http://www.justice.gov/atr/cases/f305100/305132.pdf,12/14/2000,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx241.htm,http://www.justice.gov/atr/cases/f6800/6871.htm,8/15/2000,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx241.htm,http://www.justice.gov/atr/cases/f5000/5070.htm,6/21/2000,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx241.htm,http://www.justice.gov/atr/cases/f5000/5068.htm,6/21/2000,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx241.htm,http://www.justice.gov/atr/cases/f6800/6873.htm,6/21/2000,Complaint for Injunctive Relief,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f223300/223392.htm,5/12/2000,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f305100/305128.pdf,6/22/2000,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f5000/5069.htm.pdf,12/12/2000,Explanation of Antitrust Procedures and Penalties Act,Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f5000/5071.htm,5/12/2000,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f5000/5074.htm,5/12/2000,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx240.htm,http://www.justice.gov/atr/cases/f6800/6874.htm,5/12/2000,Complaint for Injunctive Relief,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f223300/223391.htm,3/22/2000,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f4400/4443.htm,3/9/2000,Response to Public Comments from Inspec International Company,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f4400/4418.htm,3/9/2000,Response to Public Comments from Mr. Michael J. Kelly,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f4400/4416.htm,3/9/2000,Federal Register Notice,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f4400/4401.htm,3/9/2000,"Letter to Judge Friedman Regarding Comments on Proposed Final Judgment in United States v. AlliedSignal Inc. and Honeywell Inc., No. 1:99 CV 002959 (PLF) (D.D.C. November 8,1999)",Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f4400/4400.htm,3/9/2000,United States' Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f3900/3923.htm,11/22/1999,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f218000/218027.htm,11/8/1999,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f3800/3886.htm,11/8/1999,Confidential Attachment A to Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f3900/3910.htm,11/8/1999,Stipulated Motion and Order for Leave to File Confidential Attachment A of Final Judgment Under Seal,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f3900/3919.htm,11/8/1999,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx203.htm,http://www.justice.gov/atr/cases/f3800/3885.htm,11/8/1999,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/allison.htm,http://www.justice.gov/atr/cases/f228500/228588.htm,12/12/2007,Plea Agreement: Bryan Allison,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/allison.htm,http://www.justice.gov/atr/cases/f228500/228585.htm,12/12/2007,Plea Agreement: David Brammar,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/allison.htm,http://www.justice.gov/atr/cases/f228500/228582.htm,12/12/2007,Plea Agreement: Peter Whittle,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/allison.htm,http://www.justice.gov/atr/cases/f228500/228540.htm,12/3/2007,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/allnippon.html,http://www.justice.gov/atr/cases/f276900/276942.pdf,12/6/2010,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/allnippon.html,http://www.justice.gov/atr/cases/f264100/264107.htm,11/1/2010,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f269300/269390.pdf,4/4/2011,Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f269300/269392.pdf,4/4/2011,Second Modified Final Judgment,Modification/Termination Papers,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239200/239238.htm,10/31/2008,Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239200/239239.pdf,10/31/2008,Modified Preservation of Assets Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239200/239227.htm,10/31/2008,Order Granting Joint Motion to Modify Final Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239200/239234.htm,10/30/2008,Joint Motion to Enter Modified Preservation of Assets Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239052.htm,10/30/2008,Notice of Lodging of Proposed Modified Final Judgment ,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239050.htm,10/30/2008,Statement in Support of the Appointment of W. Stephen Cannon as Management Trustee,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239056.htm,10/30/2008,Certificate of Compliance,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239060.htm,10/30/2008,Memorandum in Support of Joint Motion to Enter Modified Preservation of Assets Order,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239055.htm,10/30/2008,Certificate of Compliance,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239054.htm,10/30/2008,"Certificate of Service of Motion Documents, Proposed Order Granting Motion to Modify Final Judgment, Proposed Modified Final Judgment, and Proposed Modified Preservation of Assets Order ",Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f239000/239053.htm,10/30/2008,Joint Motion to Modify Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f238900/238943.htm,10/30/2008,[Proposed] Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f238900/238944.htm,10/30/2008,Modified Preservation of Assets Stipulation,Modification/Termination Papers,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f238900/238945.htm,10/30/2008,Memorandum of Plaintiff United States in Support of Joint Motion to Modify Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f229000/229084.htm,1/8/2008,Certificate of Service of Plaintiffs' Notice of Receipt of Payment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f229000/229082.htm,1/8/2008,Plaintiffs' Notice of Receipt of Payment from Defendant ALLTEL Corporation,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f229300/229300.htm,12/4/2007,Order on Petition of Plaintiffs for and Order to Show Cause Why Defendant ALLTEL Corporation Should Not Be Found in Civil Contempt,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f228100/228188.htm,12/3/2007,Certificate of Service of Petition Documents and Proposed Order,Administrative / Regulatory Filings,antitrust,,
http://www.justice.gov/atr/cases/alltel2.htm,http://www.justice.gov/atr/cases/f228200/228202.htm,12/3/2007,[Proposed] Order on Petition of Plaintiffs for an Order to Show Cause Why Defendant ALLTEL Corporation Should Not Be Found in Civil Contempt,Administrative / Regulatory Filings,antitrust,,
